date,sleep_state,011050000,unc_011050000,690550000,unc_690550000,691430104,unc_691430104,692440102,unc_692440102,692660601,unc_692660601,692760102,unc_692760102,692900602,unc_692900602,693830701,unc_693830701,693860503,unc_693860503,693890104,unc_693890104
2019-04-05,awake,2019-04-06 07:45:00,0.2667358592394007,2019-04-06 07:45:00,0.3572751341189363,2019-04-06 07:30:00,0.6557639242401041,2019-04-06 07:30:00,0.3900797028139665,2019-04-06 08:15:00,0.16538983751161912,2019-04-06 07:45:00,0.19671371034987853,2019-04-06 08:30:00,0.19335215245155124,2019-04-06 08:00:00,0.17976002429923454,2019-04-06 08:45:00,0.8652414966638433,2019-04-06 08:15:00,0.5625290237051139
2019-04-06,asleep,2019-04-06 22:30:00,0.23315223454601533,2019-04-06 22:30:00,0.4165104395620717,2019-04-06 22:15:00,0.14930667071119766,2019-04-06 22:30:00,0.13670213275687565,2019-04-06 22:45:00,0.40646204779001127,2019-04-06 22:30:00,0.18070094189768687,2019-04-06 23:00:00,0.29435588551022496,2019-04-06 22:15:00,0.30520131317196625,2019-04-06 22:15:00,0.16060788282060348,2019-04-06 22:00:00,0.16513855670365168
2019-04-06,awake,2019-04-07 07:45:00,0.26448186146294395,2019-04-07 07:45:00,0.354244540460128,2019-04-07 07:30:00,0.6574833502528387,2019-04-07 07:30:00,0.3665874662648812,2019-04-07 08:15:00,0.16317869909612304,2019-04-07 07:45:00,0.1910070532159536,2019-04-07 08:30:00,0.19119006224943447,2019-04-07 08:00:00,0.17853041134062103,2019-04-07 08:45:00,0.8555869565259836,2019-04-07 08:15:00,0.5530601253910099
2019-04-07,asleep,2019-04-07 22:30:00,0.22705869921968186,2019-04-07 22:30:00,0.41619742446507113,2019-04-07 22:15:00,0.14876136946902171,2019-04-07 22:30:00,0.14043428536452116,2019-04-07 22:45:00,0.40618721172229144,2019-04-07 22:30:00,0.18041909491105795,2019-04-07 23:00:00,0.29949218596845373,2019-04-07 22:15:00,0.29977143163269754,2019-04-07 22:15:00,0.16345671731931616,2019-04-07 22:00:00,0.16039996879372242
2019-04-07,awake,2019-04-08 07:45:00,0.2620530136865032,2019-04-08 07:45:00,0.3539675620663507,2019-04-08 07:30:00,0.6590716119583959,2019-04-08 07:30:00,0.3440429325708438,2019-04-08 08:15:00,0.16050733935021513,2019-04-08 07:45:00,0.18533595265827663,2019-04-08 08:30:00,0.18932335626203084,2019-04-08 08:00:00,0.17706917439029307,2019-04-08 09:00:00,0.8423386181871346,2019-04-08 08:15:00,0.5426163004691518
2019-04-08,asleep,2019-04-08 22:30:00,0.22088491236672014,2019-04-08 22:30:00,0.4157029677156882,2019-04-08 22:15:00,0.14822459596517706,2019-04-08 22:30:00,0.14420827606165187,2019-04-08 22:45:00,0.40845210142295185,2019-04-08 22:30:00,0.18007429270214328,2019-04-08 23:00:00,0.3045728345139266,2019-04-08 22:15:00,0.295310580544859,2019-04-08 22:15:00,0.16653163253119446,2019-04-08 22:00:00,0.15901655860675373
2019-04-08,awake,2019-04-09 07:45:00,0.2594426994905517,2019-04-09 07:45:00,0.353445065319285,2019-04-09 07:30:00,0.6606540928217213,2019-04-09 07:30:00,0.3217508251037241,2019-04-09 08:15:00,0.13082109074680004,2019-04-09 07:45:00,0.18098864073719098,2019-04-09 08:30:00,0.18740110753468955,2019-04-09 08:00:00,0.1759450865898111,2019-04-09 09:00:00,0.8356939732396627,2019-04-09 08:15:00,0.5317767860227758
2019-04-09,asleep,2019-04-09 22:30:00,0.21464765250388715,2019-04-09 22:30:00,0.4151115565644752,2019-04-09 22:15:00,0.14805852773587824,2019-04-09 22:30:00,0.1480890566592589,2019-04-09 22:45:00,0.40850163657297733,2019-04-09 22:30:00,0.16358482402367702,2019-04-09 23:00:00,0.3095928830992994,2019-04-09 22:15:00,0.291719458460841,2019-04-09 22:15:00,0.16957126852349358,2019-04-09 22:15:00,0.15813371946655008
2019-04-09,awake,2019-04-10 07:45:00,0.2566505104219501,2019-04-10 07:45:00,0.35260045499214593,2019-04-10 07:30:00,0.6622584456190433,2019-04-10 07:30:00,0.3009959859962565,2019-04-10 08:15:00,0.12948582189424762,2019-04-10 07:45:00,0.2634233033763018,2019-04-10 08:30:00,0.18542186535134714,2019-04-10 08:00:00,0.1745336405022071,2019-04-10 09:00:00,0.8286499372267805,2019-04-10 08:15:00,0.5206154336605684
2019-04-10,asleep,2019-04-10 22:30:00,0.18457638266336368,2019-04-10 22:30:00,0.41467940334045655,2019-04-10 22:15:00,0.14906863391129693,2019-04-10 22:30:00,0.15193861922115734,2019-04-10 22:45:00,0.40641709258457587,2019-04-10 22:15:00,0.16300640000677702,2019-04-10 23:00:00,0.3145482471549478,2019-04-10 22:15:00,0.2881604610095918,2019-04-10 22:30:00,0.17345815588225724,2019-04-10 22:15:00,0.16268638933072332
2019-04-10,awake,2019-04-11 07:45:00,0.25389684246870087,2019-04-11 07:45:00,0.3518982370044079,2019-04-11 07:30:00,0.6639241927530994,2019-04-11 07:30:00,0.27955960967704324,2019-04-11 08:15:00,0.127559773724858,2019-04-11 07:45:00,0.25961548335917567,2019-04-11 08:30:00,0.18338412047225938,2019-04-11 08:00:00,0.17314564404151017,2019-04-11 09:00:00,0.8216890172075941,2019-04-11 08:15:00,0.45153948147351874
2019-04-11,asleep,2019-04-11 22:30:00,0.17569136088263904,2019-04-11 22:30:00,0.4141523845663063,2019-04-11 22:15:00,0.1501488503726748,2019-04-11 22:30:00,0.15579229569949468,2019-04-11 22:45:00,0.40829197041669263,2019-04-11 22:15:00,0.1637302146068317,2019-04-11 23:00:00,0.3194297973221119,2019-04-11 22:15:00,0.2850622752021036,2019-04-11 22:30:00,0.17816776460005712,2019-04-11 22:15:00,0.16288691943364186
2019-04-11,awake,2019-04-12 07:45:00,0.2510461586820339,2019-04-12 07:45:00,0.35119919084198775,2019-04-12 07:30:00,0.6656481001398391,2019-04-12 07:30:00,0.2576516229786225,2019-04-12 08:15:00,0.14831979506144524,2019-04-12 07:45:00,0.2558388339394671,2019-04-12 08:30:00,0.18130016046762945,2019-04-12 08:00:00,0.17120733587303014,2019-04-12 09:00:00,0.814413636853411,2019-04-12 08:15:00,0.4410651636533204
